took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,domain
,,,,,,,,seed_target,_doc,19834,1.1985196,speedzonegadsden.com
,,,,,,,,seed_target,_doc,19703,1.1985196,worldofpowersports.com
,,,,,,,,seed_target,_doc,19874,1.1985196,hkplaconia.com
,,,,,,,,seed_target,_doc,19755,1.1985196,maxxxmotorsports.com
,,,,,,,,seed_target,_doc,19778,1.1985196,colomamotorsports.com
,,,,,,,,seed_target,_doc,19736,1.1985196,giesonmotorsports.com
,,,,,,,,seed_target,_doc,19839,1.1985196,speedzoneoxford.com
,,,,,,,,seed_target,_doc,19915,1.1985196,wacomotorsports.com
,,,,,,,,seed_target,_doc,19794,1.1985196,sportland2.com
,,,,,,,,seed_target,_doc,19608,1.1985196,srsmotorsports.com
,,,,,,,,seed_target,_doc,19793,1.1985196,fuelpowersports.com
,,,,,,,,seed_target,_doc,26467,1.1985196,newenglandcycleworks.com
,,,,,,,,seed_target,_doc,19997,1.1985196,raysmarineperham.com
,,,,,,,,seed_target,_doc,19905,1.1985196,lexingtonmotorsports.com
,,,,,,,,seed_target,_doc,19687,1.1985196,motounitedlahabra.com
,,,,,,,,seed_target,_doc,19807,1.1985196,zeiglermotorsports.com
,,,,,,,,seed_target,_doc,19907,1.1985196,marquettepowersports.com
,,,,,,,,seed_target,_doc,19781,1.1985196,ridenow.com
,,,,,,,,seed_target,_doc,19722,1.1985196,hondaws.com
,,,,,,,,seed_target,_doc,19950,1.1985196,motounitedslc.com
,,,,,,,,seed_target,_doc,19800,1.1985196,nashpowersportsmesa.com
,,,,,,,,seed_target,_doc,19766,1.1985196,maxxxmotorsports.com
,,,,,,,,seed_target,_doc,19970,1.1985196,northcountyindian.com
,,,,,,,,seed_target,_doc,19825,1.1985196,hillsidemotomarine.com
,,,,,,,,seed_target,_doc,19603,1.1985196,vivapowersports.com
,,,,,,,,seed_target,_doc,19671,1.1985196,tacomamotorsports.com
,,,,,,,,seed_target,_doc,19935,1.1985196,actionmotorsports.com
,,,,,,,,seed_target,_doc,20020,1.1985196,shopworldofpowersports.com
,,,,,,,,seed_target,_doc,19595,1.1985196,westfieldyamaha.com
